Station,Date,Depth,Parameter,Value,Unit,VQ
89,'02/05/2003',NaN,Turbidity,0.8,NTU,NA
89,'02/05/2003',NaN,pH,7.62,None,NA
89,'02/05/2003',NaN,Salinity,NaN,ppth,NA
89,'02/05/2003',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.0382,mg/l,NA
35,'02/05/2003',NaN,"Chlorophyll a, corrected for pheophytin",NaN,mg/m3,NA
35,'02/05/2003',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,mg/l,NA
35,'02/05/2003',NaN,"Temperature, water",22.1,deg C,NA
35,'02/05/2003',NaN,Turbidity,0.3,NTU,NA
35,'02/05/2003',NaN,Salinity,34.6,ppth,NA
35,'02/05/2003',NaN,"Phosphorus, orthophosphate as P",0.0386,mg/l,NA
35,'02/05/2003',NaN,pH,7.76,None,NA
35,'02/05/2003',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
35,'02/05/2003',NaN,Phosphorus as P,0.0389,mg/l,NA
35,'02/05/2003',NaN,"Nitrogen, Kjeldahl",NaN,mg/l,NA
35,'02/05/2003',NaN,Dissolved oxygen (DO),5.35,mg/l,NA
36,'02/05/2003',NaN,"Nitrogen, Kjeldahl",0.563,mg/l,NA
36,'02/05/2003',NaN,"Temperature, water",21.6,deg C,NA
36,'02/05/2003',NaN,Dissolved oxygen (DO),5.69,mg/l,NA
36,'02/05/2003',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.05,mg/l,NA
36,'02/05/2003',NaN,"Chlorophyll a, corrected for pheophytin",NaN,mg/m3,NA
36,'02/05/2003',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
36,'02/05/2003',NaN,pH,7.64,None,NA
36,'02/05/2003',NaN,Turbidity,0.6,NTU,NA
36,'02/05/2003',NaN,Phosphorus as P,NaN,mg/l,NA
36,'02/05/2003',NaN,"Phosphorus, orthophosphate as P",0.0349,mg/l,NA
36,'02/05/2003',NaN,Salinity,26.5,ppth,NA
5,'02/05/2003',NaN,"Phosphorus, orthophosphate as P",0.0469,mg/l,NA
5,'02/05/2003',NaN,Dissolved oxygen (DO),6.78,mg/l,NA
5,'02/05/2003',NaN,Salinity,28.7,ppth,NA
5,'02/05/2003',NaN,pH,7.69,None,NA
5,'02/05/2003',NaN,Turbidity,0.5,NTU,NA
5,'02/05/2003',NaN,"Temperature, water",21.6,deg C,NA
5,'02/05/2003',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
5,'02/05/2003',NaN,"Nitrogen, Kjeldahl",0.534,mg/l,NA
5,'02/05/2003',NaN,"Chlorophyll a, corrected for pheophytin",NaN,mg/m3,NA
5,'02/05/2003',NaN,Phosphorus as P,0.042,mg/l,NA
5,'02/05/2003',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.0408,mg/l,NA
6,'02/05/2003',NaN,Salinity,NaN,ppth,NA
6,'02/05/2003',NaN,Dissolved oxygen (DO),8.16,mg/l,NA
6,'02/05/2003',NaN,"Phosphorus, orthophosphate as P",0.0237,mg/l,NA
6,'02/05/2003',NaN,"Nitrogen, Kjeldahl",1.24,mg/l,NA
6,'02/05/2003',NaN,Turbidity,0.8,NTU,NA
6,'02/05/2003',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
6,'02/05/2003',NaN,Phosphorus as P,NaN,mg/l,NA
6,'02/05/2003',NaN,"Chlorophyll a, corrected for pheophytin",NaN,mg/m3,NA
6,'02/05/2003',NaN,pH,8.19,None,NA
6,'02/05/2003',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.0823,mg/l,NA
6,'02/05/2003',NaN,"Temperature, water",20.4,deg C,NA
2,'02/05/2003',NaN,Phosphorus as P,NaN,mg/l,NA
2,'02/05/2003',NaN,pH,7.44,None,NA
2,'02/05/2003',NaN,Salinity,NaN,ppth,NA
2,'02/05/2003',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
2,'02/05/2003',NaN,Turbidity,2.1,NTU,NA
2,'02/05/2003',NaN,"Nitrogen, Kjeldahl",1.22,mg/l,NA
2,'02/05/2003',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.0444,mg/l,NA
2,'02/05/2003',NaN,"Phosphorus, orthophosphate as P",0.023,mg/l,NA
2,'02/05/2003',NaN,"Chlorophyll a, corrected for pheophytin",NaN,mg/m3,NA
2,'02/05/2003',NaN,"Temperature, water",19,deg C,NA
2,'02/05/2003',NaN,Dissolved oxygen (DO),7.25,mg/l,NA
3,'02/05/2003',NaN,pH,7.48,None,NA
3,'02/05/2003',NaN,"Chlorophyll a, corrected for pheophytin",NaN,mg/m3,NA
3,'02/05/2003',NaN,"Nitrogen, Kjeldahl",1.2,mg/l,NA
3,'02/05/2003',NaN,Salinity,NaN,ppth,NA
3,'02/05/2003',NaN,"Phosphorus, orthophosphate as P",0.019,mg/l,NA
3,'02/05/2003',NaN,"Temperature, water",19.1,deg C,NA
3,'02/05/2003',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
3,'02/05/2003',NaN,Phosphorus as P,NaN,mg/l,NA
3,'02/05/2003',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.0281,mg/l,NA
3,'02/05/2003',NaN,Dissolved oxygen (DO),7.46,mg/l,NA
3,'02/05/2003',NaN,Turbidity,1,NTU,NA
90,'02/05/2003',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.071,mg/l,NA
90,'02/05/2003',NaN,"Chlorophyll a, corrected for pheophytin",NaN,mg/m3,NA
90,'02/05/2003',NaN,Dissolved oxygen (DO),6.7,mg/l,NA
90,'02/05/2003',NaN,Turbidity,1.1,NTU,NA
90,'02/05/2003',NaN,pH,7.66,None,NA
90,'02/05/2003',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.273,mg/l,NA
90,'02/05/2003',NaN,Phosphorus as P,NaN,mg/l,NA
90,'02/05/2003',NaN,"Temperature, water",25.4,deg C,NA
90,'02/05/2003',NaN,"Nitrogen, Kjeldahl",1.56,mg/l,NA
90,'02/05/2003',NaN,"Phosphorus, orthophosphate as P",0.0234,mg/l,NA
90,'02/05/2003',NaN,Salinity,4.04,ppth,NA
109,'02/05/2003',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,mg/l,NA
109,'02/05/2003',NaN,"Chlorophyll a, corrected for pheophytin",13.4,mg/m3,NA
109,'02/05/2003',NaN,"Nitrogen, Kjeldahl",1.37,mg/l,NA
109,'02/05/2003',NaN,"Temperature, water",19.7,deg C,NA
109,'02/05/2003',NaN,Phosphorus as P,NaN,mg/l,NA
109,'02/05/2003',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
109,'02/05/2003',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
109,'02/05/2003',NaN,Turbidity,0.9,NTU,NA
109,'02/05/2003',NaN,pH,7.76,None,NA
109,'02/05/2003',NaN,Dissolved oxygen (DO),8.23,mg/l,NA
109,'02/05/2003',NaN,Salinity,NaN,ppth,NA
110,'02/05/2003',NaN,pH,7.72,None,NA
110,'02/05/2003',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.125,mg/l,NA
110,'02/05/2003',NaN,"Chlorophyll a, corrected for pheophytin",NaN,mg/m3,NA
110,'02/05/2003',NaN,Turbidity,1.3,NTU,NA
110,'02/05/2003',NaN,Dissolved oxygen (DO),8.2,mg/l,NA
110,'02/05/2003',NaN,Salinity,NaN,ppth,NA
110,'02/05/2003',NaN,"Phosphorus, orthophosphate as P",0.0161,mg/l,NA
110,'02/05/2003',NaN,Phosphorus as P,NaN,mg/l,NA
110,'02/05/2003',NaN,"Nitrogen, Kjeldahl",0.534,mg/l,NA
110,'02/05/2003',NaN,"Temperature, water",21.3,deg C,NA
110,'02/05/2003',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
33,'02/05/2003',NaN,pH,7.56,None,NA
33,'02/05/2003',NaN,"Temperature, water",21.6,deg C,NA
33,'02/05/2003',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.0396,mg/l,NA
33,'02/05/2003',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
33,'02/05/2003',NaN,"Temperature, water",21.9,deg C,NA
33,'02/05/2003',NaN,Turbidity,0.8,NTU,NA
33,'02/05/2003',NaN,"Chlorophyll a, corrected for pheophytin",4,mg/m3,NA
33,'02/05/2003',NaN,pH,7.71,None,NA
33,'02/05/2003',NaN,Dissolved oxygen (DO),6.35,mg/l,NA
33,'02/05/2003',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
33,'02/05/2003',NaN,Dissolved oxygen (DO),6.83,mg/l,NA
33,'02/05/2003',NaN,Phosphorus as P,0.0573,mg/l,NA
33,'02/05/2003',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.0426,mg/l,NA
33,'02/05/2003',NaN,"Phosphorus, orthophosphate as P",0.0338,mg/l,NA
33,'02/05/2003',NaN,"Nitrogen, Kjeldahl",1.12,mg/l,NA
33,'02/05/2003',NaN,Salinity,21.5,ppth,NA
33,'02/05/2003',NaN,"Nitrogen, Kjeldahl",1.08,mg/l,NA
33,'02/05/2003',NaN,Phosphorus as P,0.0513,mg/l,NA
33,'02/05/2003',NaN,Salinity,27.5,ppth,NA
33,'02/05/2003',NaN,Turbidity,0.8,NTU,NA
33,'02/05/2003',NaN,"Phosphorus, orthophosphate as P",0.0352,mg/l,NA
33,'02/05/2003',NaN,"Chlorophyll a, corrected for pheophytin",NaN,mg/m3,NA
12,'01/31/2017',0.5,pH,7.96,None,NA
12,'01/31/2017',0.5,Salinity,0.28,ppth,NA
12,'01/31/2017',0.5,"Temperature, water",20.2,deg C,NA
12,'01/31/2017',0.5,Dissolved oxygen (DO),8.36,mg/l,NA
8,'01/31/2017',0.5,pH,7.81,None,NA
8,'01/31/2017',0.5,Dissolved oxygen (DO),6.36,mg/l,NA
8,'01/31/2017',0.5,Salinity,0.36,ppth,NA
8,'01/31/2017',0.5,"Temperature, water",19.8,deg C,NA
110,'01/31/2017',0.5,"Temperature, water",19,deg C,NA
110,'01/31/2017',0.5,pH,8.24,None,NA
110,'01/31/2017',0.5,Salinity,0.34,ppth,NA
110,'01/31/2017',0.5,Dissolved oxygen (DO),6.95,mg/l,NA
120,'01/31/2017',0.5,pH,7.41,None,NA
120,'01/31/2017',0.5,Salinity,28.4,ppth,NA
120,'01/31/2017',0.5,"Temperature, water",20.5,deg C,NA
120,'01/31/2017',0.5,Dissolved oxygen (DO),6.12,mg/l,NA
3,'01/31/2017',0.5,Salinity,0.4,ppth,NA
3,'01/31/2017',0.5,Dissolved oxygen (DO),5.66,mg/l,NA
3,'01/31/2017',0.5,"Temperature, water",19.2,deg C,NA
3,'01/31/2017',0.5,pH,7.15,None,NA
3,'01/31/2017',0.5,"Temperature, water",19.2,deg C,NA
3,'01/31/2017',0.5,Salinity,0.4,ppth,NA
3,'01/31/2017',0.5,Dissolved oxygen (DO),6.55,mg/l,NA
3,'01/31/2017',0.5,pH,7.04,None,NA
24,'01/30/2017',0.5,pH,7.75,None,NA
24,'01/30/2017',0.5,Dissolved oxygen (DO),6.75,mg/l,NA
24,'01/30/2017',0.5,Salinity,30.4,ppth,NA
24,'01/30/2017',0.5,"Temperature, water",22.1,deg C,NA
22,'01/30/2017',0.5,"Temperature, water",20.9,deg C,NA
22,'01/30/2017',0.5,Salinity,0.32,ppth,NA
22,'01/30/2017',0.5,pH,8.01,None,NA
22,'01/30/2017',0.5,Dissolved oxygen (DO),3.78,mg/l,NA
15,'01/30/2017',0.5,Dissolved oxygen (DO),7.04,mg/l,NA
15,'01/30/2017',0.5,Salinity,32.9,ppth,NA
15,'01/30/2017',0.5,"Temperature, water",22.2,deg C,NA
15,'01/30/2017',0.5,pH,7.8,None,NA
64,'01/30/2017',0.5,Salinity,8.39,ppth,NA
64,'01/30/2017',0.5,Dissolved oxygen (DO),4.73,mg/l,NA
64,'01/30/2017',0.5,"Temperature, water",20.3,deg C,NA
64,'01/30/2017',0.5,pH,7.53,None,NA
31,'01/30/2017',0.5,pH,7.92,None,NA
31,'01/30/2017',0.5,Dissolved oxygen (DO),3.4,mg/l,NA
31,'01/30/2017',0.5,Salinity,0.3,ppth,NA
31,'01/30/2017',0.5,"Temperature, water",21.5,deg C,NA
111,'01/30/2017',0.5,Salinity,22.2,ppth,NA
111,'01/30/2017',0.5,Dissolved oxygen (DO),6.03,mg/l,NA
111,'01/30/2017',0.5,pH,7.47,None,NA
111,'01/30/2017',0.5,"Temperature, water",20.8,deg C,NA
28,'01/30/2017',0.5,Dissolved oxygen (DO),6.68,mg/l,NA
28,'01/30/2017',0.5,pH,8.02,None,NA
28,'01/30/2017',0.5,"Temperature, water",20.3,deg C,NA
28,'01/30/2017',0.5,Salinity,0.33,ppth,NA
112,'01/30/2017',0.5,Dissolved oxygen (DO),6.21,mg/l,NA
112,'01/30/2017',0.5,Salinity,23.7,ppth,NA
112,'01/30/2017',0.5,pH,7.34,None,NA
112,'01/30/2017',0.5,"Temperature, water",21.2,deg C,NA
112,'01/30/2017',0.5,Dissolved oxygen (DO),6.25,mg/l,NA
112,'01/30/2017',0.5,pH,7.14,None,NA
112,'01/30/2017',0.5,Salinity,23.7,ppth,NA
112,'01/30/2017',0.5,"Temperature, water",21.2,deg C,NA
32,'01/30/2017',0.5,"Temperature, water",19.9,deg C,NA
32,'01/30/2017',0.5,pH,7.68,None,NA
32,'01/30/2017',0.5,Salinity,0.33,ppth,NA
32,'01/30/2017',0.5,Dissolved oxygen (DO),4.2,mg/l,NA
32,'01/30/2017',0.5,"Temperature, water",19.7,deg C,NA
32,'01/30/2017',0.5,Salinity,0.34,ppth,NA
32,'01/30/2017',0.5,pH,7.78,None,NA
32,'01/30/2017',0.5,Dissolved oxygen (DO),4.23,mg/l,NA
12,'11/30/2016',0.5,Dissolved oxygen (DO),7.44,mg/l,NA
12,'11/30/2016',0.5,pH,8.04,None,NA
12,'11/30/2016',0.5,Salinity,0.29,ppth,NA
12,'11/30/2016',0.5,"Temperature, water",23.2,deg C,NA
8,'11/30/2016',0.5,"Temperature, water",22.2,deg C,NA
8,'11/30/2016',0.5,Salinity,0.32,ppth,NA
8,'11/30/2016',0.5,Dissolved oxygen (DO),6.38,mg/l,NA
8,'11/30/2016',0.5,pH,7.77,None,NA
110,'11/30/2016',0.5,Dissolved oxygen (DO),4.63,mg/l,NA
110,'11/30/2016',0.5,Salinity,0.31,ppth,NA
110,'11/30/2016',0.5,pH,8.07,None,NA
110,'11/30/2016',0.5,"Temperature, water",23.1,deg C,NA
120,'11/30/2016',0.5,Salinity,28.8,ppth,NA
120,'11/30/2016',0.5,Dissolved oxygen (DO),5.83,mg/l,NA
120,'11/30/2016',0.5,"Temperature, water",24.4,deg C,NA
120,'11/30/2016',0.5,pH,7.43,None,NA
3,'11/30/2016',0.5,Dissolved oxygen (DO),5.33,mg/l,NA
3,'11/30/2016',0.5,pH,7.3,None,NA
3,'11/30/2016',0.5,Salinity,0.38,ppth,NA
3,'11/30/2016',0.5,"Temperature, water",23,deg C,NA
3,'11/30/2016',0.5,pH,7.3,None,NA
3,'11/30/2016',0.5,Salinity,0.38,ppth,NA
3,'11/30/2016',0.5,"Temperature, water",23,deg C,NA
3,'11/30/2016',0.5,Dissolved oxygen (DO),5.49,mg/l,NA
24,'11/29/2016',0.5,Salinity,31.3,ppth,NA
24,'11/29/2016',0.5,"Temperature, water",24.3,deg C,NA
24,'11/29/2016',0.5,Dissolved oxygen (DO),6.01,mg/l,NA
24,'11/29/2016',0.5,pH,7.79,None,NA
22,'11/29/2016',0.5,Dissolved oxygen (DO),4.31,mg/l,NA
22,'11/29/2016',0.5,Salinity,0.32,ppth,NA
22,'11/29/2016',0.5,pH,7.66,None,NA
22,'11/29/2016',0.5,"Temperature, water",23.7,deg C,NA
15,'11/29/2016',0.5,Salinity,31.4,ppth,NA
15,'11/29/2016',0.5,Dissolved oxygen (DO),6.69,mg/l,NA
15,'11/29/2016',0.5,"Temperature, water",24.2,deg C,NA
15,'11/29/2016',0.5,pH,7.84,None,NA
32,'11/29/2016',0.5,Dissolved oxygen (DO),4.39,mg/l,NA
32,'11/29/2016',0.5,"Temperature, water",23.9,deg C,NA
32,'11/29/2016',0.5,pH,7.4,None,NA
32,'11/29/2016',0.5,Salinity,0.31,ppth,NA
32,'11/29/2016',0.5,Salinity,0.31,ppth,NA
64,'11/29/2016',0.5,Dissolved oxygen (DO),6.96,mg/l,NA
64,'11/29/2016',0.5,pH,7.68,None,NA
64,'11/29/2016',0.5,Salinity,8.46,ppth,NA
64,'11/29/2016',0.5,"Temperature, water",23.7,deg C,NA
32,'11/29/2016',0.5,pH,7.48,None,NA
32,'11/29/2016',0.5,"Temperature, water",24,deg C,NA
32,'11/29/2016',0.5,Dissolved oxygen (DO),4.34,mg/l,NA
111,'11/29/2016',0.5,Dissolved oxygen (DO),5.9,mg/l,NA
111,'11/29/2016',0.5,"Temperature, water",23.5,deg C,NA
111,'11/29/2016',0.5,Salinity,19.5,ppth,NA
111,'11/29/2016',0.5,pH,7.47,None,NA
31,'11/29/2016',0.5,pH,7.54,None,NA
31,'11/29/2016',0.5,Salinity,0.3,ppth,NA
31,'11/29/2016',0.5,Dissolved oxygen (DO),5.66,mg/l,NA
31,'11/29/2016',0.5,"Temperature, water",24.1,deg C,NA
112,'11/29/2016',0.5,"Temperature, water",23.6,deg C,NA
112,'11/29/2016',0.5,Salinity,22,ppth,NA
112,'11/29/2016',0.5,pH,7.12,None,NA
112,'11/29/2016',0.5,Dissolved oxygen (DO),6.8,mg/l,NA
112,'11/29/2016',0.5,Salinity,21.8,ppth,NA
112,'11/29/2016',0.5,pH,7.11,None,NA
112,'11/29/2016',0.5,Dissolved oxygen (DO),6.87,mg/l,NA
112,'11/29/2016',0.5,"Temperature, water",23.6,deg C,NA
28,'11/29/2016',0.5,"Temperature, water",23.2,deg C,NA
28,'11/29/2016',0.5,pH,7.51,None,NA
28,'11/29/2016',0.5,Salinity,0.36,ppth,NA
28,'11/29/2016',0.5,Dissolved oxygen (DO),5.13,mg/l,NA
12,'08/31/2016',0.5,Dissolved oxygen (DO),4.91,mg/l,NA
12,'08/31/2016',0.5,"Temperature, water",28.4,deg C,NA
12,'08/31/2016',0.5,Salinity,0.22,ppth,NA
12,'08/31/2016',0.5,pH,7.46,None,NA
8,'08/31/2016',0.5,Dissolved oxygen (DO),5.35,mg/l,NA
8,'08/31/2016',0.5,pH,7.44,None,NA
8,'08/31/2016',0.5,"Temperature, water",28.6,deg C,NA
8,'08/31/2016',0.5,Salinity,0.2,ppth,NA
110,'08/31/2016',0.5,Dissolved oxygen (DO),3,mg/l,NA
110,'08/31/2016',0.5,"Temperature, water",28,deg C,NA
110,'08/31/2016',0.5,pH,7.68,None,NA
110,'08/31/2016',0.5,Salinity,0.2,ppth,NA
3,'08/31/2016',0.5,pH,7.2,None,NA
3,'08/31/2016',0.5,"Temperature, water",28.1,deg C,NA
3,'08/31/2016',0.5,Dissolved oxygen (DO),2.72,mg/l,NA
3,'08/31/2016',0.5,Salinity,0.27,ppth,NA
120,'08/31/2016',0.5,Salinity,0.28,ppth,NA
120,'08/31/2016',0.5,Dissolved oxygen (DO),3.78,mg/l,NA
120,'08/31/2016',0.5,pH,7.44,None,NA
120,'08/31/2016',0.5,"Temperature, water",28.1,deg C,NA
3,'08/31/2016',0.5,pH,7.27,None,NA
3,'08/31/2016',0.5,Salinity,0.27,ppth,NA
3,'08/31/2016',0.5,Dissolved oxygen (DO),2.82,mg/l,NA
3,'08/31/2016',0.5,"Temperature, water",28.1,deg C,NA
28,'08/30/2016',0.5,pH,7.57,None,NA
28,'08/30/2016',0.5,"Temperature, water",29.4,deg C,NA
28,'08/30/2016',0.5,Salinity,0.31,ppth,NA
28,'08/30/2016',0.5,Dissolved oxygen (DO),2.26,mg/l,NA
24,'08/30/2016',0.5,pH,7.62,None,NA
24,'08/30/2016',0.5,"Temperature, water",30.2,deg C,NA
24,'08/30/2016',0.5,Salinity,26.4,ppth,NA
24,'08/30/2016',0.5,Dissolved oxygen (DO),3.07,mg/l,NA
22,'08/30/2016',0.5,pH,7.78,None,NA
22,'08/30/2016',0.5,"Temperature, water",28.4,deg C,NA
22,'08/30/2016',0.5,Salinity,0.3,ppth,NA
22,'08/30/2016',0.5,Dissolved oxygen (DO),1.67,mg/l,NA
15,'08/30/2016',0.5,Dissolved oxygen (DO),2.89,mg/l,NA
15,'08/30/2016',0.5,pH,7.52,None,NA
15,'08/30/2016',0.5,"Temperature, water",31.1,deg C,NA
15,'08/30/2016',0.5,Salinity,10.4,ppth,NA
64,'08/30/2016',0.5,"Temperature, water",29.5,deg C,NA
64,'08/30/2016',0.5,pH,8,None,NA
64,'08/30/2016',0.5,Dissolved oxygen (DO),3.27,mg/l,NA
64,'08/30/2016',0.5,Salinity,0.21,ppth,NA
31,'08/30/2016',0.5,Salinity,0.27,ppth,NA
31,'08/30/2016',0.5,Dissolved oxygen (DO),2.08,mg/l,NA
31,'08/30/2016',0.5,"Temperature, water",27.2,deg C,NA
31,'08/30/2016',0.5,pH,7.95,None,NA
111,'08/30/2016',0.5,pH,7.59,None,NA
111,'08/30/2016',0.5,Salinity,2.08,ppth,NA
111,'08/30/2016',0.5,Dissolved oxygen (DO),3.58,mg/l,NA
111,'08/30/2016',0.5,"Temperature, water",30,deg C,NA
112,'08/30/2016',0.5,Dissolved oxygen (DO),3.82,mg/l,NA
112,'08/30/2016',0.5,pH,7.56,None,NA
112,'08/30/2016',0.5,Salinity,1.3,ppth,NA
112,'08/30/2016',0.5,"Temperature, water",29.9,deg C,NA
32,'08/30/2016',0.5,"Temperature, water",27.9,deg C,NA
32,'08/30/2016',0.5,Dissolved oxygen (DO),4.29,mg/l,NA
32,'08/30/2016',0.5,Salinity,0.29,ppth,NA
32,'08/30/2016',0.5,pH,7.55,None,NA
32,'08/30/2016',0.5,Salinity,0.29,ppth,NA
112,'08/30/2016',0.5,pH,7.5,None,NA
112,'08/30/2016',0.5,"Temperature, water",29.9,deg C,NA
112,'08/30/2016',0.5,Salinity,1.28,ppth,NA
112,'08/30/2016',0.5,Dissolved oxygen (DO),3.77,mg/l,NA
32,'08/30/2016',0.5,Dissolved oxygen (DO),4.24,mg/l,NA
32,'08/30/2016',0.5,"Temperature, water",27.8,deg C,NA
32,'08/30/2016',0.5,pH,7.79,None,NA
20,'08/24/2016',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.066,mg/l,NA
20,'08/24/2016',0.5,"Temperature, water",33,deg C,NA
20,'08/24/2016',0.5,"Chlorophyll a, corrected for pheophytin",1.85,mg/m3,NA
20,'08/24/2016',0.5,Phosphorus as P,0.039,mg/l,NA
20,'08/24/2016',0.5,pH,7.78,None,NA
20,'08/24/2016',0.5,Dissolved oxygen (DO),5.83,mg/l,NA
20,'08/24/2016',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.114,mg/l,NA
20,'08/24/2016',0.5,"Nitrogen, Kjeldahl",1.2,mg/l,NA
20,'08/24/2016',0.5,Salinity,0.75,ppth,NA
20,'08/24/2016',0.5,"Phosphorus, orthophosphate as P",0.013,mg/l,I
20,'08/24/2016',0.5,Turbidity,1.1,NTU,NA
123,'08/24/2016',0.5,"Phosphorus, orthophosphate as P",0.017,mg/l,I
123,'08/24/2016',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.131,mg/l,NA
123,'08/24/2016',0.5,Phosphorus as P,0.026,mg/l,I
123,'08/24/2016',0.5,"Temperature, water",32.8,deg C,NA
123,'08/24/2016',0.5,Salinity,1.06,ppth,NA
123,'08/24/2016',0.5,pH,7.65,None,NA
123,'08/24/2016',0.5,"Nitrogen, Kjeldahl",1.31,mg/l,NA
123,'08/24/2016',0.5,Turbidity,2.3,NTU,NA
123,'08/24/2016',0.5,"Chlorophyll a, corrected for pheophytin",4.79,mg/m3,NA
123,'08/24/2016',0.5,Dissolved oxygen (DO),4.61,mg/l,NA
123,'08/24/2016',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.088,mg/l,NA
10,'08/24/2016',0.5,"Phosphorus, orthophosphate as P",0.007,mg/l,I
10,'08/24/2016',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.445,mg/l,NA
10,'08/24/2016',0.5,Turbidity,0.9,NTU,NA
10,'08/24/2016',0.5,Phosphorus as P,0.095,mg/l,NA
10,'08/24/2016',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.034,mg/l,I
10,'08/24/2016',0.5,Dissolved oxygen (DO),5.51,mg/l,NA
10,'08/24/2016',0.5,"Nitrogen, Kjeldahl",0.584,mg/l,NA
10,'08/24/2016',0.5,pH,7.94,None,NA
10,'08/24/2016',0.5,"Temperature, water",32.2,deg C,NA
10,'08/24/2016',0.5,"Chlorophyll a, corrected for pheophytin",10.9,mg/m3,NA
10,'08/24/2016',0.5,Salinity,18.6,ppth,NA
121,'08/24/2016',0.5,"Temperature, water",31.8,deg C,NA
125,'08/24/2016',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.023,mg/l,I
125,'08/24/2016',0.5,Dissolved oxygen (DO),5.84,mg/l,NA
125,'08/24/2016',0.5,"Phosphorus, orthophosphate as P",0.009,mg/l,I
125,'08/24/2016',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.321,mg/l,NA
125,'08/24/2016',0.5,Salinity,19.7,ppth,NA
125,'08/24/2016',0.5,"Chlorophyll a, corrected for pheophytin",13.5,mg/m3,NA
125,'08/24/2016',0.5,Turbidity,0.8,NTU,NA
125,'08/24/2016',0.5,"Nitrogen, Kjeldahl",0.598,mg/l,NA
125,'08/24/2016',0.5,Phosphorus as P,0.07,mg/l,NA
125,'08/24/2016',0.5,pH,8.01,None,NA
125,'08/24/2016',0.5,"Temperature, water",32.1,deg C,NA
121,'08/24/2016',0.5,Turbidity,0.6,NTU,NA
121,'08/24/2016',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.01,mg/l,I
121,'08/24/2016',0.5,Dissolved oxygen (DO),5.81,mg/l,NA
121,'08/24/2016',0.5,pH,8.21,None,NA
121,'08/24/2016',0.5,Phosphorus as P,0.032,mg/l,NA
121,'08/24/2016',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.028,mg/l,I
121,'08/24/2016',0.5,"Phosphorus, orthophosphate as P",NaN,,U
121,'08/24/2016',0.5,"Nitrogen, Kjeldahl",0.656,mg/l,NA
121,'08/24/2016',0.5,"Chlorophyll a, corrected for pheophytin",5,mg/m3,NA
121,'08/24/2016',0.5,Salinity,0.15,ppth,NA
121,'08/24/2016',0.5,Dissolved oxygen (DO),5.89,mg/l,NA
121,'08/24/2016',0.5,"Phosphorus, orthophosphate as P",NaN,,U
121,'08/24/2016',0.5,"Chlorophyll a, corrected for pheophytin",4.27,mg/m3,NA
121,'08/24/2016',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.036,mg/l,I
121,'08/24/2016',0.5,Salinity,0.15,ppth,NA
121,'08/24/2016',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.01,mg/l,I
121,'08/24/2016',0.5,"Nitrogen, Kjeldahl",0.605,mg/l,NA
