"","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"...19648","DERM_BBWQ","BB25","08/08/2023 09:00:00","Nitrate-Nitrite__N_",0.006,"mg/L",25.7592763,-80.1450669,0.5
"...19649","DERM_BBWQ","SP04","11/21/2023 09:10:00","Nitrate-Nitrite__N_",0.103,"mg/L",25.6740799,-80.2840729,0.5
"...19650","DERM_BBWQ","BBOR1","12/18/2023 09:15:00","Nitrate-Nitrite__N_",0.11,"mg/L",25.3237,-80.3072,0.5
"...19651","DERM_BBWQ","MR08","12/12/2023 10:30:00","Nitrate-Nitrite__N_",0.102999999999999,"mg/L",25.8103755,-80.2642734,0.5
"...19652","DERM_BBWQ","SK01","11/13/2023 11:45:00","Nitrate-Nitrite__N_",0.017,"mg/L",25.9294714,-80.1503688,0.5
"...19653","DERM_BBWQ","BB15","10/16/2023 09:25:00","Nitrate-Nitrite__N_",0.026,"mg/L",25.8150757,-80.1752699,0.5
"...19654","DERM_BBWQ","BBKB1","01/11/2024 11:00:00","Nitrate-Nitrite__N_",0.012,"mg/L",25.69801,-80.17428,0.5
"...19655","DERM_BBWQ","BBMB1","01/09/2024 09:40:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.4659,-80.38429,0.5
"...19656","DERM_BBWQ","BB50","02/07/2024 10:00:00","Nitrate-Nitrite__N_",0.067,"mg/L",25.2298977,-80.3767774,0.5
"...19657","DERM_BBWQ","CG02","11/21/2023 10:00:00","Nitrate-Nitrite__N_",0.913,"mg/L",25.706066,-80.26086,0.5
"...19658","DERM_BBWQ","CM04","01/09/2024 10:30:00","Nitrate-Nitrite__N_",0.27,"mg/L",25.78272272,-80.26952901,0.5
"...19659","DERM_BBWQ","MR11","11/14/2023 10:40:00","Nitrate-Nitrite__N_",0.035,"mg/L",25.841603,-80.306345,0.5
"...19660","DERM_BBWQ","FC15","01/10/2024 08:30:00","Nitrate-Nitrite__N_",0.394,"mg/L",25.4481037,-80.460903,0.5
"...19661","DERM_BBWQ","BISC127","08/10/2023 09:30:00","Nitrate-Nitrite__N_",0.012,"mg/L",25.6299983,-80.25,0.5
"...19662","DERM_BBWQ","BB48","11/20/2023 09:50:00","Nitrate-Nitrite__N_",0.056,"mg/L",25.308595,-80.3488753,0.5
"...19663","DERM_BBWQ","WC02","11/14/2023 08:30:00","Nitrate-Nitrite__N_",0.239,"mg/L",25.7843109,-80.2104451,0.5
"...19664","DERM_BBWQ","CM04","08/08/2023 10:00:00","Nitrate-Nitrite__N_",0.03,"mg/L",25.78272272,-80.26952901,0.5
"...19665","DERM_BBWQ","FC03","08/09/2023 08:45:00","Nitrate-Nitrite__N_",0.602,"mg/L",25.4480526,-80.3673826,0.5
"...19666","DERM_BBWQ","SK01","10/16/2023 13:20:00","Nitrate-Nitrite__N_",0.176,"mg/L",25.9294714,-80.1503688,0.5
"...19667","DERM_BBWQ","BB37","02/08/2024 10:20:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.570684,-80.19177,0.5
"...19668","DERM_BBWQ","LR07","09/11/2023 08:05:00","Nitrate-Nitrite__N_",0.222,"mg/L",25.87107,-80.25103,0.5
"...19669","DERM_BBWQ","BS04","11/13/2023 08:30:00","Nitrate-Nitrite__N_",0.27,"mg/L",25.8740728,-80.1814691,0.5
"...19670","DERM_BBWQ","BS11","11/13/2023 11:10:00","Nitrate-Nitrite__N_",0.259,"mg/L",25.927833,-80.35815,0.5
"...19671","DERM_BBWQ","BL05","10/18/2023 10:55:00","Nitrate-Nitrite__N_",0.42,"mg/L",25.576314,-80.360246,0.5
"...19672","DERM_BBWQ","FC03","11/20/2023 08:50:00","Nitrate-Nitrite__N_",0.501,"mg/L",25.4480526,-80.3673826,0.5
"...19673","DERM_BBWQ","MR04","07/11/2023 10:45:00","Nitrate-Nitrite__N_",0.199,"mg/L",25.7827799,-80.2147826,0.5
"...19674","DERM_BBWQ","BL03","08/09/2023 09:50:00","Nitrate-Nitrite__N_",0.524,"mg/L",25.5490482,-80.3481369,0.5
"...19675","DERM_BBWQ","NO07A","07/12/2023 09:00:00","Nitrate-Nitrite__N_",1.403,"mg/L",25.4628912,-80.4038901,0.5
"...19676","DERM_BBWQ","BB01A","09/11/2023 12:35:00","Nitrate-Nitrite__N_",0.033,"mg/L",25.960526,-80.124254,0.5
"...19677","DERM_BBWQ","WC04","09/12/2023 09:00:00","Nitrate-Nitrite__N_",0.056,"mg/L",25.7944234,-80.2214498,0.5
"...19678","DERM_BBWQ","BB11","12/11/2023 10:10:00","Nitrate-Nitrite__N_",0.016,"mg/L",25.8464751,-80.1669677,0.5
"...19679","DERM_BBWQ","CD05","07/13/2023 09:45:00","Nitrate-Nitrite__N_",0.006,"mg/L",25.6238368,-80.3436253,0.5
"...19680","DERM_BBWQ","AC06","08/07/2023 08:45:00","Nitrate-Nitrite__N_",0.226,"mg/L",25.9083837,-80.1636707,0.5
"...19681","DERM_BBWQ","SK09","12/11/2023 12:15:00","Nitrate-Nitrite__N_",0.013,"mg/L",25.964234,-80.3110905,0.5
"...19682","DERM_BBWQ","LR05","12/11/2023 09:05:00","Nitrate-Nitrite__N_",0.284999999999999,"mg/L",25.8714828,-80.2341987,0.5
"...19683","DERM_BBWQ","CM04","09/12/2023 10:55:00","Nitrate-Nitrite__N_",0.025,"mg/L",25.78272272,-80.26952901,0.5
"...19684","DERM_BBWQ","BISC101","07/12/2023 11:00:00","Nitrate-Nitrite__N_",0.067,"mg/L",25.4783316,-80.320831,0.5
"...19685","DERM_BBWQ","LR01","08/07/2023 10:10:00","Nitrate-Nitrite__N_",0.224,"mg/L",25.8451746,-80.1733678,0.5
"...19686","DERM_BBWQ","SP03","12/19/2023 09:20:00","Nitrate-Nitrite__N_",0.117999999999999,"mg/L",25.6890693,-80.2849226,0.5
"...19687","DERM_BBWQ","BB28","12/12/2023 09:00:00","Nitrate-Nitrite__N_",0.006,"mg/L",25.7291777,-80.1602691,0.5
"...19688","DERM_BBWQ","BS10","10/16/2023 12:00:00","Nitrate-Nitrite__N_",0.239,"mg/L",25.9187361,-80.3244952,0.5
"...19689","DERM_BBWQ","CG02","02/08/2024 10:50:00","Nitrate-Nitrite__N_",0.59,"mg/L",25.706066,-80.26086,0.5
"...19690","DERM_BBWQ","MW13","09/13/2023 09:25:00","Nitrate-Nitrite__N_",0.038,"mg/L",25.5174877,-80.5425794,0.5
"...19691","DERM_BBWQ","BS11","01/08/2024 11:10:00","Nitrate-Nitrite__N_",0.412,"mg/L",25.927833,-80.35815,0.5
"...19692","DERM_BBWQ","BB18","10/17/2023 10:05:00","Nitrate-Nitrite__N_",0.02,"mg/L",25.7868761,-80.1633701,0.5
"...19693","DERM_BBWQ","BBKB1","09/14/2023 10:50:00","Nitrate-Nitrite__N_",0.008,"mg/L",25.69801,-80.17428,0.5
"...19694","DERM_BBWQ","CD02","02/08/2024 08:45:00","Nitrate-Nitrite__N_",0.26,"mg/L",25.6111839,-80.3098744,0.5
"...19695","DERM_BBWQ","MR06","02/06/2024 11:15:00","Nitrate-Nitrite__N_",0.151,"mg/L",25.7954165,-80.2443892,0.5
"...19696","DERM_BBWQ","LR08","01/08/2024 09:10:00","Nitrate-Nitrite__N_",0.161,"mg/L",25.8703617,-80.2907737,0.5
"...19697","DERM_BBWQ","BL12","09/13/2023 12:50:00","Nitrate-Nitrite__N_",0.007,"mg/L",25.6610226,-80.4306146,0.5
"...19698","DERM_BBWQ","SK02","09/11/2023 11:55:00","Nitrate-Nitrite__N_",0.278,"mg/L",25.9319891,-80.1523133,0.5
"...19699","DERM_BBWQ","BL03","01/10/2024 10:05:00","Nitrate-Nitrite__N_",0.492,"mg/L",25.5490482,-80.3481369,0.5
"...19700","DERM_BBWQ","CD09","09/14/2023 10:20:00","Nitrate-Nitrite__N_",0.072,"mg/L",25.6658803,-80.4086772,0.5
"...19701","DERM_BBWQ","MR05","09/12/2023 11:30:00","Nitrate-Nitrite__N_",0.218,"mg/L",25.7857488,-80.2266574,0.5
"...19702","DERM_BBWQ","MR01","09/12/2023 10:45:00","Nitrate-Nitrite__N_",0.049,"mg/L",25.770035,-80.1915094,0.5
"...19703","DERM_BBWQ","BBOR1","11/20/2023 09:30:00","Nitrate-Nitrite__N_",0.054,"mg/L",25.3237,-80.3072,0.5
"...19704","DERM_BBWQ","SK10","08/07/2023 10:00:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.956833,-80.430633,0.5
"...19705","DERM_BBWQ","WC04","02/06/2024 09:00:00","Nitrate-Nitrite__N_",0.084,"mg/L",25.7944234,-80.2214498,0.5
"...19706","DERM_BBWQ","CD02","11/21/2023 08:30:00","Nitrate-Nitrite__N_",0.272,"mg/L",25.6111839,-80.3098744,0.5
"...19707","DERM_BBWQ","SK10","11/13/2023 10:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.956833,-80.430633,0.5
"...19708","DERM_BBWQ","BB47","12/18/2023 09:00:00","Nitrate-Nitrite__N_",0.118999999999999,"mg/L",25.3367944,-80.3200766,0.5
"...19709","DERM_BBWQ","BB25","12/12/2023 09:40:00","Nitrate-Nitrite__N_",0.1,"mg/L",25.7592763,-80.1450669,0.5
"...19710","DERM_BBWQ","CD03A","01/11/2024 08:40:00","Nitrate-Nitrite__N_",0.405,"mg/L",25.614657,-80.317532,0.5
"...19711","DERM_BBWQ","SP05","01/11/2024 09:40:00","Nitrate-Nitrite__N_",0.027,"mg/L",25.691593,-80.30675,0.5
"...19712","DERM_BBWQ","DDC2","12/12/2023 11:25:00","Nitrate-Nitrite__N_",0.167,"mg/L",25.812261,-80.321703,0.5
"...19713","DERM_BBWQ","LR10","10/16/2023 09:40:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.8695563,-80.3387186,0.5
"...19714","DERM_BBWQ","CD02","12/19/2023 08:30:00","Nitrate-Nitrite__N_",0.355999999999999,"mg/L",25.6111839,-80.3098744,0.5
"...19715","DERM_BBWQ","BB17","10/16/2023 09:05:00","Nitrate-Nitrite__N_",0.022,"mg/L",25.802675,-80.1659703,0.5
"...19716","DERM_BBWQ","CD02","01/11/2024 08:30:00","Nitrate-Nitrite__N_",0.233,"mg/L",25.6111839,-80.3098744,0.5
"...19717","DERM_BBWQ","CG03","10/19/2023 11:50:00","Nitrate-Nitrite__N_",0.497,"mg/L",25.738545,-80.286792,0.5
"...19718","DERM_BBWQ","SP04","10/19/2023 09:15:00","Nitrate-Nitrite__N_",0.057,"mg/L",25.6740799,-80.2840729,0.5
"...19719","DERM_BBWQ","MR07","01/09/2024 11:45:00","Nitrate-Nitrite__N_",0.169,"mg/L",25.8072788,-80.2601771,0.5
"...19720","DERM_BBWQ","BB32","10/19/2023 10:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.68568,-80.1835687,0.5
"...19721","DERM_BBWQ","BS01","01/08/2024 09:20:00","Nitrate-Nitrite__N_",0.06,"mg/L",25.8720738,-80.1647689,0.5
"...19722","DERM_BBWQ","BB47","09/13/2023 09:00:00","Nitrate-Nitrite__N_",0.026,"mg/L",25.3367944,-80.3200766,0.5
"...19723","DERM_BBWQ","BB48","09/13/2023 09:30:00","Nitrate-Nitrite__N_",0.007,"mg/L",25.308595,-80.3488753,0.5
"...19724","DERM_BBWQ","SK01","09/11/2023 13:05:00","Nitrate-Nitrite__N_",0.154,"mg/L",25.9294714,-80.1503688,0.5
"...19725","DERM_BBWQ","BB09","01/08/2024 09:35:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.871374,-80.1550667,0.5
"...19726","DERM_BBWQ","BS09","11/13/2023 11:00:00","Nitrate-Nitrite__N_",0.647,"mg/L",25.9137136,-80.292988,0.5
"...19727","DERM_BBWQ","BBMB2","02/05/2024 11:05:00","Nitrate-Nitrite__N_",0.023,"mg/L",25.80345,-80.145149,0.5
"...19728","DERM_BBWQ","BB17","02/05/2024 08:45:00","Nitrate-Nitrite__N_",0.023,"mg/L",25.802675,-80.1659703,0.5
"...19729","DERM_BBWQ","BB31","12/19/2023 08:40:00","Nitrate-Nitrite__N_",0.023,"mg/L",25.6937801,-80.2075693,0.5
"...19730","DERM_BBWQ","BB34","07/13/2023 09:10:00","Nitrate-Nitrite__N_",0.012,"mg/L",25.6514821,-80.2590735,0.5
"...19731","DERM_BBWQ","OL02","12/11/2023 09:25:00","Nitrate-Nitrite__N_",0.205999999999999,"mg/L",25.9478705,-80.1551539,0.5
"...19732","DERM_BBWQ","AC02","08/07/2023 11:00:00","Nitrate-Nitrite__N_",0.117,"mg/L",25.8939883,-80.1540054,0.5
"...19733","DERM_BBWQ","BB08","09/11/2023 09:25:00","Nitrate-Nitrite__N_",0.009,"mg/L",25.86423333,-80.17096667,0.5
"...19734","DERM_BBWQ","LR06","01/08/2024 09:45:00","Nitrate-Nitrite__N_",0.32,"mg/L",25.8539749,-80.1927698,0.5
"...19735","DERM_BBWQ","BBY1","09/11/2023 10:20:00","Nitrate-Nitrite__N_",0.006,"mg/L",25.837703,-80.171883,0.5
"...19736","DERM_BBWQ","BB26","09/12/2023 08:45:00","Nitrate-Nitrite__N_",0.019,"mg/L",25.747777,-80.1850708,0.5
"...19737","DERM_BBWQ","OL03","09/11/2023 10:35:00","Nitrate-Nitrite__N_",0.038,"mg/L",25.9637064,-80.1502022,0.5
"...19738","DERM_BBWQ","BISC127","09/14/2023 09:30:00","Nitrate-Nitrite__N_",0.02,"mg/L",25.6299983,-80.25,0.5
"...19739","DERM_BBWQ","AC02","02/05/2024 10:15:00","Nitrate-Nitrite__N_",0.12,"mg/L",25.8939883,-80.1540054,0.5
"...19740","DERM_BBWQ","BB38","07/12/2023 08:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.5196864,-80.2393748,0.5
"...19741","DERM_BBWQ","BL04","09/13/2023 11:15:00","Nitrate-Nitrite__N_",0.608,"mg/L",25.568404,-80.363504,0.5
"...19742","DERM_BBWQ","LR08","11/13/2023 09:15:00","Nitrate-Nitrite__N_",0.158,"mg/L",25.8703617,-80.2907737,0.5
"...19743","DERM_BBWQ","AC01","11/13/2023 10:20:00","Nitrate-Nitrite__N_",0.115,"mg/L",25.9006722,-80.1443668,0.5
"...19744","DERM_BBWQ","BB09","02/05/2024 09:10:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.871374,-80.1550667,0.5
"...19745","DERM_BBWQ","BB24","11/14/2023 09:15:00","Nitrate-Nitrite__N_",0.068,"mg/L",25.7665764,-80.1405694,0.5
"...19746","DERM_BBWQ","CM02","02/06/2024 10:40:00","Nitrate-Nitrite__N_",0.179,"mg/L",25.78348,-80.23984,0.5
"...19747","DERM_BBWQ","MR04","11/14/2023 10:30:00","Nitrate-Nitrite__N_",0.265,"mg/L",25.7827799,-80.2147826,0.5
"...19748","DERM_BBWQ","OC01","02/05/2024 10:30:00","Nitrate-Nitrite__N_",0.219,"mg/L",25.89776829,-80.24577639,0.5
"...19749","DERM_BBWQ","MI02","08/09/2023 09:55:00","Nitrate-Nitrite__N_",0.241,"mg/L",25.4893605,-80.3473436,0.5
"...19750","DERM_BBWQ","BB47","10/18/2023 09:10:00","Nitrate-Nitrite__N_",0.025,"mg/L",25.3367944,-80.3200766,0.5
"...19751","DERM_BBWQ","PR03","08/09/2023 10:40:00","Nitrate-Nitrite__N_",4.24,"mg/L",25.5195182,-80.364046,0.5
"...19752","DERM_BBWQ","BISC121","12/18/2023 08:45:00","Nitrate-Nitrite__N_",0.129,"mg/L",25.3549983,-80.291665,0.5
"...19753","DERM_BBWQ","BL05","12/18/2023 10:30:00","Nitrate-Nitrite__N_",0.588999999999999,"mg/L",25.576314,-80.360246,0.5
"...19754","DERM_BBWQ","IC01","12/11/2023 10:10:00","Nitrate-Nitrite__N_",0.111,"mg/L",25.893724,-80.130186,0.5
"...19755","DERM_BBWQ","PR04A","10/18/2023 09:50:00","Nitrate-Nitrite__N_",4.044,"mg/L",25.536972,-80.3895984,0.5
"...19756","DERM_BBWQ","BL02","07/12/2023 11:05:00","Nitrate-Nitrite__N_",0.768,"mg/L",25.5411866,-80.3284753,0.5
"...19757","DERM_BBWQ","BB09","07/10/2023 09:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.871374,-80.1550667,0.5
"...19758","DERM_BBWQ","SK10","07/10/2023 10:50:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.956833,-80.430633,0.5
"...19759","DERM_BBWQ","BB41","12/18/2023 11:05:00","Nitrate-Nitrite__N_",0.195,"mg/L",25.4726881,-80.2844755,0.5
"...19760","DERM_BBWQ","MR02","12/12/2023 11:00:00","Nitrate-Nitrite__N_",0.234,"mg/L",25.7689853,-80.1978204,0.5
"...19761","DERM_BBWQ","BB08","01/08/2024 09:15:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.86423333,-80.17096667,0.5
"...19762","DERM_BBWQ","BL04","12/18/2023 10:20:00","Nitrate-Nitrite__N_",0.591999999999999,"mg/L",25.568404,-80.363504,0.5
"...19763","DERM_BBWQ","LR01","09/11/2023 10:35:00","Nitrate-Nitrite__N_",0.07,"mg/L",25.8451746,-80.1733678,0.5
"...19764","DERM_BBWQ","MI02","09/13/2023 10:10:00","Nitrate-Nitrite__N_",0.024,"mg/L",25.4893605,-80.3473436,0.5
"...19765","DERM_BBWQ","PR01","02/07/2024 11:20:00","Nitrate-Nitrite__N_",4.485,"mg/L",25.5195874,-80.3319765,0.5
"...19766","DERM_BBWQ","BB02","09/11/2023 12:20:00","Nitrate-Nitrite__N_",0.057,"mg/L",25.9448704,-80.1277678,0.5
"...19767","DERM_BBWQ","BL03","12/18/2023 10:05:00","Nitrate-Nitrite__N_",0.444,"mg/L",25.5490482,-80.3481369,0.5
"...19768","DERM_BBWQ","BL06","12/18/2023 10:50:00","Nitrate-Nitrite__N_",0.724999999999999,"mg/L",25.53604325,-80.32527118,0.5
"...19769","DERM_BBWQ","BS08","07/10/2023 10:20:00","Nitrate-Nitrite__N_",0.267,"mg/L",25.916139,-80.222213,0.5
"...19770","DERM_BBWQ","LR06","08/07/2023 08:35:00","Nitrate-Nitrite__N_",0.341,"mg/L",25.8539749,-80.1927698,0.5
"...19771","DERM_BBWQ","BBMB3","09/11/2023 11:55:00","Nitrate-Nitrite__N_",0.01,"mg/L",25.825666,-80.13375,0.5
"...19772","DERM_BBWQ","MR07","12/12/2023 12:10:00","Nitrate-Nitrite__N_",0.101999999999999,"mg/L",25.8072788,-80.2601771,0.5
"...19773","DERM_BBWQ","SP08","02/08/2024 10:50:00","Nitrate-Nitrite__N_",0.009,"mg/L",25.7154804,-80.3829744,0.5
"...19774","DERM_BBWQ","TM02","01/09/2024 09:25:00","Nitrate-Nitrite__N_",0.225,"mg/L",25.7855632,-80.2559449,0.5
"...19775","DERM_BBWQ","CG01","11/21/2023 08:45:00","Nitrate-Nitrite__N_",0.72,"mg/L",25.7036788,-80.2472057,0.5
"...19776","DERM_BBWQ","BB08","08/07/2023 09:20:00","Nitrate-Nitrite__N_",0.022,"mg/L",25.86423333,-80.17096667,0.5
"...19777","DERM_BBWQ","MI03","11/20/2023 10:35:00","Nitrate-Nitrite__N_",0.311,"mg/L",25.4894593,-80.3635494,0.5
"...19778","DERM_BBWQ","SP05","08/10/2023 10:05:00","Nitrate-Nitrite__N_",0.018,"mg/L",25.691593,-80.30675,0.5
"...19779","DERM_BBWQ","SK01","02/05/2024 12:10:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.9294714,-80.1503688,0.5
"...19780","DERM_BBWQ","PR01","10/18/2023 10:45:00","Nitrate-Nitrite__N_",4.329,"mg/L",25.5195874,-80.3319765,0.5
"...19781","DERM_BBWQ","SP01","10/19/2023 09:20:00","Nitrate-Nitrite__N_",0.077,"mg/L",25.6583676,-80.2659342,0.5
"...19782","DERM_BBWQ","CD02","10/19/2023 08:35:00","Nitrate-Nitrite__N_",0.29,"mg/L",25.6111839,-80.3098744,0.5
"...19783","DERM_BBWQ","BS07","02/05/2024 11:45:00","Nitrate-Nitrite__N_",0.247,"mg/L",25.9166356,-80.2114643,0.5
"...19784","DERM_BBWQ","AC02","12/11/2023 10:30:00","Nitrate-Nitrite__N_",0.135,"mg/L",25.8939883,-80.1540054,0.5
"...19785","DERM_BBWQ","OL03","07/10/2023 09:50:00","Nitrate-Nitrite__N_",0.049,"mg/L",25.9637064,-80.1502022,0.5
"...19786","DERM_BBWQ","LR05","01/08/2024 10:10:00","Nitrate-Nitrite__N_",0.287,"mg/L",25.8714828,-80.2341987,0.5
"...19787","DERM_BBWQ","CD09","02/08/2024 10:20:00","Nitrate-Nitrite__N_",0.048,"mg/L",25.6658803,-80.4086772,0.5
"...19788","DERM_BBWQ","BL01","11/20/2023 12:00:00","Nitrate-Nitrite__N_",0.63,"mg/L",25.5360433,-80.3252712,0.5
"...19789","DERM_BBWQ","BB38","08/09/2023 08:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.5196864,-80.2393748,0.5
"...19790","DERM_BBWQ","MR11","12/12/2023 10:50:00","Nitrate-Nitrite__N_",0.026,"mg/L",25.841603,-80.306345,0.5
"...19791","DERM_BBWQ","NO07A","09/13/2023 09:05:00","Nitrate-Nitrite__N_",1.372,"mg/L",25.4628912,-80.4038901,0.5
"...19792","DERM_BBWQ","MR07","02/06/2024 11:35:00","Nitrate-Nitrite__N_",0.161,"mg/L",25.8072788,-80.2601771,0.5
"...19793","DERM_BBWQ","OC01","07/10/2023 09:45:00","Nitrate-Nitrite__N_",0.078,"mg/L",25.89776829,-80.24577639,0.5
"...19794","DERM_BBWQ","IC02","10/16/2023 10:30:00","Nitrate-Nitrite__N_",0.027,"mg/L",25.880033,-80.129597,0.5
"...19795","DERM_BBWQ","SP08","01/11/2024 09:50:00","Nitrate-Nitrite__N_",0.032,"mg/L",25.7154804,-80.3829744,0.5
"...19796","DERM_BBWQ","CD05","10/19/2023 09:55:00","Nitrate-Nitrite__N_",0.045,"mg/L",25.6238368,-80.3436253,0.5
"...19797","DERM_BBWQ","AR03","09/13/2023 08:35:00","Nitrate-Nitrite__N_",0.02,"mg/L",25.2890129,-80.4430649,0.5
"...19798","DERM_BBWQ","SK02","08/07/2023 10:15:00","Nitrate-Nitrite__N_",0.181,"mg/L",25.9319891,-80.1523133,0.5
"...19799","DERM_BBWQ","BB05A","10/16/2023 11:45:00","Nitrate-Nitrite__N_",0.022,"mg/L",25.9017218,-80.1422694,0.5
"...19800","DERM_BBWQ","BB18","03/05/2024 09:35:00","Nitrate-Nitrite__N_",0.012,"mg/L",25.7868761,-80.1633701,0.5
"...19801","DERM_BBWQ","MR02","03/05/2024 10:05:00","Nitrate-Nitrite__N_",0.118,"mg/L",25.7689853,-80.1978204,0.5
"...19802","DERM_BBWQ","BS07","03/04/2024 11:55:00","Nitrate-Nitrite__N_",0.198,"mg/L",25.9166356,-80.2114643,0.5
"...19803","DERM_BBWQ","BBMB2","03/04/2024 11:55:00","Nitrate-Nitrite__N_",0.006,"mg/L",25.80345,-80.145149,0.5
"...19804","DERM_BBWQ","BB47","03/06/2024 09:10:00","Nitrate-Nitrite__N_",0.007,"mg/L",25.3367944,-80.3200766,0.5
"...19805","DERM_BBWQ","MR06","04/02/2024 11:30:00","Nitrate-Nitrite__N_",0.198,"mg/L",25.7954165,-80.2443892,0.5
"...19806","DERM_BBWQ","BB31","04/04/2024 08:50:00","Nitrate-Nitrite__N_",0.023,"mg/L",25.6937801,-80.2075693,0.5
"...19807","DERM_BBWQ","CD02","03/07/2024 08:30:00","Nitrate-Nitrite__N_",0.178,"mg/L",25.6111839,-80.3098744,0.5
"...19808","DERM_BBWQ","BB08","03/04/2024 09:10:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.86423333,-80.17096667,0.5
"...19809","DERM_BBWQ","AR03","03/06/2024 09:05:00","Nitrate-Nitrite__N_",0.011,"mg/L",25.2890129,-80.4430649,0.5
"...19810","DERM_BBWQ","IC02","04/01/2024 09:55:00","Nitrate-Nitrite__N_",0.01,"mg/L",25.880033,-80.129597,0.5
"...19811","DERM_BBWQ","TM05","04/02/2024 08:30:00","Nitrate-Nitrite__N_",0.01,"mg/L",25.7625448,-80.3202984,0.5
"...19812","DERM_BBWQ","MR01","04/02/2024 10:15:00","Nitrate-Nitrite__N_",0.035,"mg/L",25.770035,-80.1915094,0.5
"...19813","DERM_BBWQ","IC01","03/04/2024 10:20:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.893724,-80.130186,0.5
"...19814","DERM_BBWQ","LR01","03/04/2024 10:10:00","Nitrate-Nitrite__N_",0.171,"mg/L",25.8451746,-80.1733678,0.5
"...19815","DERM_BBWQ","BB37","03/07/2024 10:25:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.570684,-80.19177,0.5
"...19816","DERM_BBWQ","MI02","03/06/2024 09:30:00","Nitrate-Nitrite__N_",0.013,"mg/L",25.4893605,-80.3473436,0.5
"...19817","DERM_BBWQ","GL02","03/06/2024 10:30:00","Nitrate-Nitrite__N_",0.595,"mg/L",25.5372206,-80.3330313,0.5
"...19818","DERM_BBWQ","WC03","03/05/2024 08:45:00","Nitrate-Nitrite__N_",0.136,"mg/L",25.7876538,-80.2150483,0.5
"...19819","DERM_BBWQ","CD09","03/07/2024 10:20:00","Nitrate-Nitrite__N_",0.059,"mg/L",25.6658803,-80.4086772,0.5
"...19820","DERM_BBWQ","MI03","03/06/2024 10:10:00","Nitrate-Nitrite__N_",0.015,"mg/L",25.4894593,-80.3635494,0.5
"...19821","DERM_BBWQ","MR11","03/05/2024 11:40:00","Nitrate-Nitrite__N_",0.048,"mg/L",25.841603,-80.306345,0.5
"...19822","DERM_BBWQ","BB11","03/04/2024 10:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.8464751,-80.1669677,0.5
"...19823","DERM_BBWQ","BB25","03/05/2024 09:05:00","Nitrate-Nitrite__N_",0.006,"mg/L",25.7592763,-80.1450669,0.5
"...19824","DERM_BBWQ","WC04","03/05/2024 09:10:00","Nitrate-Nitrite__N_",0.137,"mg/L",25.7944234,-80.2214498,0.509
"...19825","DERM_BBWQ","LR08","03/04/2024 09:25:00","Nitrate-Nitrite__N_",0.223,"mg/L",25.8703617,-80.2907737,0.5
"...19826","DERM_BBWQ","BB17","04/01/2024 08:30:00","Nitrate-Nitrite__N_",0.005,"mg/L",25.802675,-80.1659703,0.5
"...19827","DERM_BBWQ","BB48","04/03/2024 09:55:00","Nitrate-Nitrite__N_",0.009,"mg/L",25.308595,-80.3488753,0.5
"...19828","DERM_BBWQ","BBY1","03/04/2024 10:00:00","Nitrate-Nitrite__N_",0.017,"mg/L",25.837703,-80.171883,0.5
"...19829","DERM_BBWQ","MR15","03/05/2024 11:10:00","Nitrate-Nitrite__N_",0.064,"mg/L",25.8959808,-80.379429,0.5
"...19830","DERM_BBWQ","AC01","03/04/2024 10:55:00","Nitrate-Nitrite__N_",0.086,"mg/L",25.9006722,-80.1443668,0.5
"...19831","DERM_BBWQ","DDC1","04/02/2024 10:55:00","Nitrate-Nitrite__N_",0.04,"mg/L",25.826103,-80.385617,0.5
"...19832","DERM_BBWQ","SP05","04/04/2024 09:40:00","Nitrate-Nitrite__N_",0.04,"mg/L",25.691593,-80.30675,0.5
"...19833","DERM_BBWQ","MR11","04/02/2024 10:20:00","Nitrate-Nitrite__N_",0.044,"mg/L",25.841603,-80.306345,0.5
"...19834","DERM_BBWQ","MR03","03/05/2024 10:20:00","Nitrate-Nitrite__N_",0.109,"mg/L",25.778711,-80.2072338,0.5
"...19835","DERM_BBWQ","BS08","03/04/2024 11:30:00","Nitrate-Nitrite__N_",0.174,"mg/L",25.916139,-80.222213,0.5
"...19836","DERM_BBWQ","BISC127","04/04/2024 09:50:00","Nitrate-Nitrite__N_",0.053,"mg/L",25.6299983,-80.25,0.5
