Requested report - WIN WAVES
ORGANIZATION ID = 21FLPBCH PROJECT ID - PROJECT NAME = ERMWQ - PBC ERM Ambient Water Quality Monitoring DEP ANALYTE GROUP = General Physical-Chemical | Biological | Nutrients DEP ANALYTE NAME - UNIT = Ammonia (N) - mg/L | Nitrogen- Total Kjeldahl - mg/L | Nitrate (N) - mg/L | Nitrate-Nitrite (N) - mg/L | Nitrite (N) - mg/L | Orthophosphate (P) - mg/L | pH - SU | Phosphorus- Total - mg/L | Salinity - PSU | Turbidity - NTU | Chlorophyll a, free of pheophytin - ug/L | Nitrogen- Total - mg/L | Silica (SiO2) - mg/L | Dissolved Oxygen - mg/L | Temperature, Water - deg C | Chlorophyll a- uncorrected - ug/L | Chlorophyll a- corrected - ug/L
Report Run on APRIL 30, 2025 The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA). The following data met your selection criteria
"Organization ID"|"Monitoring Location ID"|"Org Decimal Latitude"|"Org Latitude (DD MM SS.SSSS)"|"Org Decimal Longitude"|"Org Longitude (DD MM SS.SSSS)"|"WBID"|"Activity ID"|"Activity Type"|"Activity Start Date Time"|"Matrix"|"Sample Collection Type"|"Sampling Agency Name"|"Activity Depth"|"Activity Depth Unit"|"Activity Top Depth"|"Activity Bottom Depth"|"Activity Depth Top Bottom Unit"|"DEP Result ID"|"DEP Analyte Name"|"DEP Result Value Number"|"DEP Result Value Text"|"DEP Result Unit"|"DEP MDL"|"DEP PQL"|"Value Qualifier"|"Sample Fraction"|"Lab ID"|"Result Comments"|"Audit Censored Decisions"
"21FLPBCH"|"31E"|""|"26 25 25.93"|""|"-80 12 13.97"|"3262B1"|"0519202131EE19215"|"Sample"|"05/19/2021 14:20:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"8457334"|"Nitrogen- Total Kjeldahl"|"0.88"|""|"mg/L"|"0.086"|"0.5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"31E"|""|"26 25 25.93"|""|"-80 12 13.97"|"3262B1"|"0519202131EE19215"|"Sample"|"05/19/2021 14:20:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"8457340"|"Orthophosphate (P)"|"0.037"|""|"mg/L"|"0.0038"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"31E"|""|"26 25 25.93"|""|"-80 12 13.97"|"3262B1"|"0519202131EE19215"|"Sample"|"05/19/2021 14:20:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"8457255"|"Nitrate-Nitrite (N)"|"0.054"|""|"mg/L"|"0.033"|"0.05"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"31E"|""|"26 25 25.93"|""|"-80 12 13.97"|"3262B1"|"0519202131EE19215"|"Sample"|"05/19/2021 14:20:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"8457275"|"Ammonia (N)"|"0.035"|""|"mg/L"|"0.035"|"0.05"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"31E"|""|"26 25 25.93"|""|"-80 12 13.97"|"3262B1"|"0519202131EE19215"|"Sample"|"05/19/2021 14:20:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"8457295"|"Phosphorus- Total"|"0.073"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"31E"|""|"26 25 25.93"|""|"-80 12 13.97"|"3262B1"|"0519202131EE19215"|"Sample"|"05/19/2021 14:20:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"8457305"|"Turbidity"|"1.6"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"31E"|""|"26 25 25.93"|""|"-80 12 13.97"|"3262B1"|"0519202131EE19215"|"Sample"|"05/19/2021 14:20:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"8457306"|"Chlorophyll a- corrected"|"1"|""|"ug/L"|"1"|"5"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"0519202128E19215C3"|"Field"|"05/19/2021 16:30:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"8457241"|"Temperature, Water"|"26.4"|""|"deg C"|""|""|""|""|""|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"0519202128E19215C3"|"Field"|"05/19/2021 16:30:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"8457310"|"Dissolved Oxygen"|"7.56"|""|"mg/L"|""|""|""|""|""|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"0519202128E19215C3"|"Field"|"05/19/2021 16:30:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"8457311"|"pH"|"8.33"|""|"SU"|""|""|""|""|""|""|""
"21FLPBCH"|"39"|""|"26 41 10.3"|""|"-80 40 4.53"|"3248A"|"0928202139I28215C5"|"Field"|"09/28/2021 13:45:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"9178503"|"Dissolved Oxygen"|"1.05"|""|"mg/L"|""|""|""|""|""|""|""
"21FLPBCH"|"39"|""|"26 41 10.3"|""|"-80 40 4.53"|"3248A"|"0928202139I28215C5"|"Field"|"09/28/2021 13:45:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"9178434"|"pH"|"7.34"|""|"SU"|""|""|""|""|""|""|""
"21FLPBCH"|"39"|""|"26 41 10.3"|""|"-80 40 4.53"|"3248A"|"0928202139I28215C5"|"Field"|"09/28/2021 13:45:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"9178435"|"Temperature, Water"|"29.2"|""|"deg C"|""|""|""|""|""|""|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0818202118CH1821S"|"Sample"|"08/18/2021 12:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"9178783"|"Turbidity"|"0.7"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0818202118CH1821S"|"Sample"|"08/18/2021 12:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"9178784"|"Ammonia (N)"|"0.035"|""|"mg/L"|"0.035"|"0.05"|"I"|"Total"|"E84973"|""|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0818202118CH1821S"|"Sample"|"08/18/2021 12:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"9178786"|"Orthophosphate (P)"|"0.038"|""|"mg/L"|"0.0038"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0818202118CH1821S"|"Sample"|"08/18/2021 12:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"9178792"|"Phosphorus- Total"|"0.098"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0818202118CH1821S"|"Sample"|"08/18/2021 12:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"9178800"|"Nitrogen- Total Kjeldahl"|"0.153"|""|"mg/L"|"0.14"|"0.25"|"I"|"Total"|"E84973"|"[J] The identification of the analyte is acceptable; the reported value is an estimate."|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0818202118CH1821S"|"Sample"|"08/18/2021 12:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"9178807"|"Chlorophyll a- corrected"|"4.2"|""|"ug/L"|"1"|"5"|"I"|"Total"|"E84973"|"[V] Indicates that the analyte was detected in both the sample and the associated method blank."|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0818202118CH1821S"|"Sample"|"08/18/2021 12:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"9178812"|"Nitrate-Nitrite (N)"|"0.015"|""|"mg/L"|"0.015"|"0.05"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"11"|""|"26 49 53.52"|""|"-80 3 36.84"|"3226E1"|"1031202311J3123S11"|"Field"|"10/31/2023 14:43:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14087134"|"Dissolved Oxygen"|"6.76"|""|"mg/L"|""|""|""|""|""|""|""
"21FLPBCH"|"11"|""|"26 49 53.52"|""|"-80 3 36.84"|"3226E1"|"1031202311J3123S11"|"Field"|"10/31/2023 14:43:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14087136"|"pH"|"12.12"|""|"SU"|""|""|""|""|""|""|""
"21FLPBCH"|"11"|""|"26 49 53.52"|""|"-80 3 36.84"|"3226E1"|"1031202311J3123S11"|"Field"|"10/31/2023 14:43:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14087138"|"Salinity"|"31.76"|""|"PSU"|""|""|""|""|""|""|""
"21FLPBCH"|"11"|""|"26 49 53.52"|""|"-80 3 36.84"|"3226E1"|"1031202311J3123S11"|"Field"|"10/31/2023 14:43:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14087139"|"Temperature, Water"|"26.3"|""|"deg C"|""|""|""|""|""|""|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0617202418CF1724S"|"Sample"|"06/17/2024 11:25:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15800204"|"Nitrate-Nitrite (N)"|"0.08"|""|"mg/L"|"0.015"|"0.05"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0617202418CF1724S"|"Sample"|"06/17/2024 11:25:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15800203"|"Ammonia (N)"|"0.096"|""|"mg/L"|"0.035"|"0.05"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0617202418CF1724S"|"Sample"|"06/17/2024 11:25:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15800205"|"Orthophosphate (P)"|"0.016"|""|"mg/L"|"0.0038"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0617202418CF1724S"|"Sample"|"06/17/2024 11:25:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15800209"|"Nitrogen- Total Kjeldahl"|"0.61"|""|"mg/L"|"0.2"|"0.5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0617202418CF1724S"|"Sample"|"06/17/2024 11:25:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15800202"|"Chlorophyll a- corrected"|"5.1"|""|"ug/L"|"1"|"5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0617202418CF1724S"|"Sample"|"06/17/2024 11:25:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15800212"|"Turbidity"|"11"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0617202418CF1724S"|"Sample"|"06/17/2024 11:25:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"15800208"|"Phosphorus- Total"|"0.063"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"37B"|""|"26 40 47.68"|""|"-80 12 9.34"|"3245F"|"0717202437BG1724S"|"Sample"|"07/17/2024 15:25:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"16094489"|"Chlorophyll a- corrected"|"6.8"|""|"ug/L"|"1"|"5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"37B"|""|"26 40 47.68"|""|"-80 12 9.34"|"3245F"|"0717202437BG1724S"|"Sample"|"07/17/2024 15:25:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"16094491"|"Nitrate-Nitrite (N)"|"0.044"|""|"mg/L"|"0.015"|"0.05"|"I"|"Total"|"E84973"|""|""
"21FLPBCH"|"37B"|""|"26 40 47.68"|""|"-80 12 9.34"|"3245F"|"0717202437BG1724S"|"Sample"|"07/17/2024 15:25:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"16094492"|"Ammonia (N)"|"0.035"|""|"mg/L"|"0.035"|"0.05"|"I"|"Total"|"E84973"|""|""
"21FLPBCH"|"37B"|""|"26 40 47.68"|""|"-80 12 9.34"|"3245F"|"0717202437BG1724S"|"Sample"|"07/17/2024 15:25:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"16094499"|"Turbidity"|"1.8"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"37B"|""|"26 40 47.68"|""|"-80 12 9.34"|"3245F"|"0717202437BG1724S"|"Sample"|"07/17/2024 15:25:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"16094494"|"Phosphorus- Total"|"0.04"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"37B"|""|"26 40 47.68"|""|"-80 12 9.34"|"3245F"|"0717202437BG1724S"|"Sample"|"07/17/2024 15:25:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"16094497"|"Nitrogen- Total Kjeldahl"|"0.73"|""|"mg/L"|"0.2"|"0.5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"37B"|""|"26 40 47.68"|""|"-80 12 9.34"|"3245F"|"0717202437BG1724S"|"Sample"|"07/17/2024 15:25:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"16094493"|"Orthophosphate (P)"|"0.0038"|""|"mg/L"|"0.0038"|"0.004"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"38B"|""|"26 41 3.4"|""|"-80 21 4.68"|"3245G1"|"0717202438BG1724S38B"|"Field"|"07/17/2024 15:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"16094554"|"pH"|"8.09"|""|"SU"|""|""|""|""|""|""|""
"21FLPBCH"|"38B"|""|"26 41 3.4"|""|"-80 21 4.68"|"3245G1"|"0717202438BG1724S38B"|"Field"|"07/17/2024 15:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"16094552"|"Dissolved Oxygen"|"9.35"|""|"mg/L"|""|""|""|""|""|""|""
"21FLPBCH"|"38B"|""|"26 41 3.4"|""|"-80 21 4.68"|"3245G1"|"0717202438BG1724S38B"|"Field"|"07/17/2024 15:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"16094556"|"Temperature, Water"|"32.7"|""|"deg C"|""|""|""|""|""|""|""
"21FLPBCH"|"16"|""|"26 52 19.61"|""|"-80 14 44.48"|"3234C"|"0513202416E1324SS"|"Sample"|"05/13/2024 10:10:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"16102588"|"Ammonia (N)"|"0.047"|""|"mg/L"|"0.035"|"0.05"|"I"|"Total"|"E84973"|""|""
"21FLPBCH"|"16"|""|"26 52 19.61"|""|"-80 14 44.48"|"3234C"|"0513202416E1324SS"|"Sample"|"05/13/2024 10:10:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"16102585"|"Nitrate-Nitrite (N)"|"0.015"|""|"mg/L"|"0.015"|"0.05"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"16"|""|"26 52 19.61"|""|"-80 14 44.48"|"3234C"|"0513202416E1324SS"|"Sample"|"05/13/2024 10:10:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"16102587"|"Nitrogen- Total Kjeldahl"|"0.91"|""|"mg/L"|"0.2"|"0.5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"16"|""|"26 52 19.61"|""|"-80 14 44.48"|"3234C"|"0513202416E1324SS"|"Sample"|"05/13/2024 10:10:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"16102586"|"Phosphorus- Total"|"0.048"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"18D"|""|"26 37 44.87"|""|"-80 2 44.6"|"3226F1"|"0124202418DA2424S18D"|"Field"|"01/24/2024 11:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14651274"|"Salinity"|"26.73"|""|"PSU"|""|""|""|""|""|""|""
"21FLPBCH"|"18D"|""|"26 37 44.87"|""|"-80 2 44.6"|"3226F1"|"0124202418DA2424S18D"|"Field"|"01/24/2024 11:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14651270"|"Dissolved Oxygen"|"6.92"|""|"mg/L"|""|""|""|""|""|""|""
"21FLPBCH"|"18D"|""|"26 37 44.87"|""|"-80 2 44.6"|"3226F1"|"0124202418DA2424S18D"|"Field"|"01/24/2024 11:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14651275"|"Temperature, Water"|"20.1"|""|"deg C"|""|""|""|""|""|""|""
"21FLPBCH"|"18D"|""|"26 37 44.87"|""|"-80 2 44.6"|"3226F1"|"0124202418DA2424S18D"|"Field"|"01/24/2024 11:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14651272"|"pH"|"7.99"|""|"SU"|""|""|""|""|""|""|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0124202418CA2424S18C"|"Field"|"01/24/2024 10:37:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14651264"|"Dissolved Oxygen"|"7.6"|""|"mg/L"|""|""|""|""|""|""|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0124202418CA2424S18C"|"Field"|"01/24/2024 10:37:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14651266"|"pH"|"8.07"|""|"SU"|""|""|""|""|""|""|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0124202418CA2424S18C"|"Field"|"01/24/2024 10:37:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14651268"|"Salinity"|"26.13"|""|"PSU"|""|""|""|""|""|""|""
"21FLPBCH"|"18C"|""|"26 38 31.28"|""|"-80 2 27.92"|"3226F1"|"0124202418CA2424S18C"|"Field"|"01/24/2024 10:37:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14651269"|"Temperature, Water"|"19.6"|""|"deg C"|""|""|""|""|""|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"0311202422C1124S"|"Sample"|"03/11/2024 13:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14925218"|"Turbidity"|"1.4"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"0311202422C1124S"|"Sample"|"03/11/2024 13:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14925223"|"Orthophosphate (P)"|"0.15"|""|"mg/L"|"0.0038"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"0311202422C1124S"|"Sample"|"03/11/2024 13:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14925227"|"Chlorophyll a- corrected"|"1.7"|""|"ug/L"|"1"|"5"|"I"|"Total"|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"0311202422C1124S"|"Sample"|"03/11/2024 13:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"14925220"|"Nitrogen- Total Kjeldahl"|"0.55"|""|"mg/L"|"0.2"|"0.5"|""|"Total"|"E84973"|""|""
